ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
11025,07/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",07/15/2021,Mendocino,Willits,39.492737,-123.421025,16,"No, waiting for professional to be available. Using water from our pond to flush toilet. Bringing in drinking water and showering at friends’ houses. 
",,,,,"No, it's pumping at the same rate",07/23/2021,Outage,Coastal
11026,07/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/23/2021,Tehama,Corning,39.950663,-122.186999,120 ft ,"No, cannot afford to finance solutions
","60,000",,0 ft,07/21/2021,It's no longer producing any water,07/23/2021,Outage,Inland
11027,07/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,36.995865,-120.000193,,"No, trucking in water
",,,,,,07/23/2021,Outage,Inland
11028,07/23/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Fresno,sanger,36.702972,-119.540256,,"No, trucking in water
",,,0,07/22/2021,,07/23/2021,Resolved,Inland
11029,07/24/2021,Undefined,Dry well (groundwater),Household, Two houses on property served by well. One is owner occupied. Also animals and some Ag irrigation.,"Reduction in water pressure, lower flows.
",06/01/2021,Napa,"Napa, CA",38.335939,-122.356435,350 feet,"We have brought in 2 more water tanks. wEll is pumping about 2 gallons/min again. Had tot ruck in  for a month
",So far $2000 ,"We continue to try to work with reduced water and not irrigate our lavender this summer. The City of Napa has reduced trucking to our property to 6000 gallons a month,  so this is critical as we also have goats and a llama. We are installing an additional 6000 gallons of water storage as backup and will do rainwater catchment this winter to fill. ",345,06/16/2021,"Yes, about a 30-40% reduction",07/24/2021,Outage,Coastal
11047,07/25/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/30/2021,Mendocino,Comptche95427,39.265734,-123.594182,175,"No, trucking in water
,No, cannot afford to finance solutions
",,,,,Not sure,07/25/2021,Outage,Coastal
11048,07/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/17/2021,Glenn,Orland,39.771711,-122.258317,132,"Yes, lowered the pump bowl
","$3,000.00",I was told that the well is failing and that lowering the pump is only temporary and will impact the quality of the water.,90,07/22/2021,Not sure,07/25/2021,Outage,Inland
11049,07/25/2021,Undefined, low water caused by intentional pumping by Rancho Water District," Business, household and irrigation", Both.  2 households,"Aquifer intentionally lowered to affect my well 
",10/01/2002,Riverside,MURRIETA,33.538593,-117.198307,300',,,"There is a judge in San Diego that should be notified of Rancho Water District intentionally draining a tributary and failure on the Water Masters to report it and the meeting in regards to the effect it is having on existing wells. I have an old e-mail with the information but I am having trouble pulling it up. The Water Master has that information.  He sends a report every year.

thank goodness Someone that will listen",unknown at this time.,,well is no longer usable without great expense and very limited water ,07/25/2021,Outage,Southern
11050,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",06/27/2021,Sacramento,Galt,38.27082,-121.227774,178,"Yes, lowered the pump bowl
",$1000,"Lowering the pump was only a temporary solution. The standing water level was measured at 138' in 2018. The standing water level just measured approximately 2 weeks ago is 161'. The pump was at 160', more is at 170' and cannot be lowered anymore. The existing well cannot be drilled deeper because it is an old well and the diameter is too small to fit new sheathing inside it. We will have to drill a brand new well soon. ",161,07/09/2021,"No, it's pumping at the same rate",07/26/2021,Outage,Inland
11051,07/26/2021,Undefined,Dry well (groundwater),Household, Both owner and renter occcupied,"Well is dry (no longer producing water)
,
,Well is catching air, have to wait to be able to pump.
,Reduction in water pressure, lower flows.
",07/24/2021,Butte,Chico,39.789257,-121.872488,,"No, getting water from our neighbors with a hose
",,,,,,07/26/2021,Outage,Inland
11052,07/26/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/21/2021,Butte,Forest Ranch,39.873899,-121.678308,36',"No, cannot afford to finance solutions
",,,"9""",01/01/2021,,07/26/2021,Outage,Inland
11053,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,madera,36.524388,-119.479417,,"No, trucking in water
",,,,,,07/26/2021,Outage,Inland
11054,07/26/2021,Undefined,"Low creek, stream, spring, or other surface water source",Combination of Household/Agriculture,owner-occupied,"Well is catching air, have to wait to be able to pump.
,Entirely unavailable creek, stream, spring or other surface water source
",07/01/2021,Glenn,Orland,39.769033,-122.122756,68 ft,"No, cannot afford to finance solutions
",---Not fixed.,"""As a longtime orchardist I am expecting that the trees bearing a canned olive crop, and our interplanted wine grapes -will soon have no water available- and will die"".",60 ft +or  rminus and lowering fast.,07/04/2021,"Yes, about a 20-30% reduction",07/26/2021,Outage,Inland
11055,07/26/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",04/19/2021,Colusa,Arbuckle,38.945994,-122.094864,300 ft,"No, trucking in water
",,"We are situated among ag properties most of whom have 1000 ft wells. It seems that in order to secure water long term we will require a significantly deeper well, which is quite costly.",300,05/03/2021,It's no longer producing any water,07/26/2021,Outage,Inland
11056,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,pixley,35.992889,-119.29577,,"No, trucking in water
",,,,,,07/26/2021,Outage,Inland
11057,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"The water in our well got too low, our pump burned. We had to get the pump lower another 50 feet, which it has cost us over $2,000.
",05/14/2021,Colusa,College City,39.002175,-122.007893,190,"Yes, lowered the pump bowl
",$2108,,110,07/26/2021,Not sure,07/26/2021,Outage,Inland
11058,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,madera,36.985627,-120.03654,,"No, trucking in water
",,,,,,07/26/2021,Outage,Inland
11059,07/26/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,Lindsay,36.19712,-119.120392,,"No, trucking in water
",,,,,,07/26/2021,Outage,Inland
11060,07/26/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Madera,madera,37.036685,-119.979809,,"No, trucking in water
",,,,,,07/26/2021,Resolved,Inland
11061,07/26/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/08/2021,Colusa,Arbuckle ,38.983576,-122.03741,,"No, trucking in water
",,,220,,It's no longer producing any water,07/26/2021,Outage,Inland
11062,07/27/2021,Undefined,"Low creek, stream, spring, or other surface water source",Household,owner-occupied,"Well is dry (no longer producing water)
",06/05/2021,Trinity,Douglas City,40.662608,-122.966277,,"No, trucking in water
,will not pay to attempt a solution with squatters next door reeping benefits, will wait till it rains
",,,,,,07/27/2021,Outage,Inland
11063,07/27/2021,Undefined,Collapsed Well ,Household,owner-occupied,"Well is pumping sand, muddy water.
,Well is collapsed
,Reduction in water quality
",07/01/2021,Fresno,Clovis,36.874627,-119.684525,360,"No, trucking in water
",CA,,166,07/22/2021,"Yes, about a 30-40% reduction",07/27/2021,Outage,Inland
11064,07/27/2021,Undefined,"Low creek, stream, spring, or other surface water source",Household,renter-occupied,"Reduction in water quality
,Entirely unavailable creek, stream, spring or other surface water source
",07/12/2021,Trinity,Douglas City,40.597621,-122.932793,N/A,"No, trucking in water
",,,,,,07/27/2021,Outage,Inland
11065,07/27/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/01/2021,Tulare,Visalia,36.326702,-119.359012,165,"No, trucking in water
",CA,,154,07/26/2021,"Yes, about a 30-40% reduction",07/27/2021,Outage,Inland
11066,07/27/2021,Undefined,Dry well (groundwater),Household, Im the son of the property owner,"Well is dry (no longer producing water)
,A land owner west of my address irrigates with 4 wells continously daily, monthly, and around the clock
",03/09/2017,Tulare,Visalia,36.344804,-119.456514,190,"No, trucking in water
,No, cannot afford to finance solutions
",,,,,,07/27/2021,Outage,Inland
11067,07/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2021,Lake,Middletown,38.708828,-122.604897,24',"No, cannot afford to finance solutions
",,,,,,07/28/2021,Outage,Coastal
11068,07/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2019,Fresno,Tollhouse,36.959436,-119.377223,210,"No, trucking in water
",CA,,,,It's no longer producing any water,07/28/2021,Outage,Inland
11069,07/28/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",06/15/2021,San Joaquin,Tracy,37.758833,-121.499732,,"Yes, drilled replacement well
",,,,,,07/28/2021,Outage,Inland
11070,07/28/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
",07/02/2021,Mendocino,Mendocino,39.305573,-123.80419,18,"No, trucking in water
",,,,,"Yes, about a 30-40% reduction",07/28/2021,Outage,Coastal
11071,07/28/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Mendocino,Ukiah,39.180597,-123.228357,32 feet,"No, trucking in water
",,,well is dry,07/01/2021,It's no longer producing any water,07/28/2021,Outage,Coastal
11072,07/28/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/30/2021,Mariposa,Mariposa,37.433152,-119.828318,200,"No, trucking in water
",CA,,,,It's no longer producing any water,07/28/2021,Resolved,Inland
11073,07/28/2021,Undefined,Dry well (groundwater),Household,,"Reduction in water pressure, lower flows.
",07/28/2021,Tehama,,,,,,,,,,,07/28/2021,Outage,Inland
11074,07/28/2021,Undefined,Dry well (groundwater),Household,,"getting now
",07/28/2021,Glenn,,,,,,,,,,,07/28/2021,Outage,Inland
11075,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/21/2021,Colusa,arbuckle,38.92684,-122.124347,500',"No, cannot afford to finance solutions
",,,,,,07/29/2021,Outage,Inland
11076,07/29/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Nevada,Grass Valley,39.11555,-121.027293,,,,,,,,07/29/2021,Outage,Inland
11077,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Reduction in water quality
,Well is pumping sand, muddy water.
,Reduction in water pressure, lower flows.
",07/14/2021,Tulare,Dinuba,36.544671,-119.316617,,"No, cannot afford to finance solutions
",,,,,,07/29/2021,Outage,Inland
11078,07/29/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2018,Tulare,Lindsay,36.219922,-119.125743,175,"No, trucking in water
",CA,,,,It's no longer producing any water,07/29/2021,Resolved,Inland
11079,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/15/2021,Tehama,Corning,39.948834,-122.196271,110,"No, getting water from our neighbors with a hose
,No, cannot afford to finance solutions
",,,102,07/25/2021,It's no longer producing any water,07/29/2021,Outage,Inland
11080,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/10/2021,Tehama,Orland ,39.812783,-122.192225,140 feet,"No, trucking in water
",,,,,,07/29/2021,Outage,Inland
11081,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tehama,Red bluff,39.998403,-122.553902,325,"Yes, drilled replacement well
,No, cannot afford to finance solutions
,No, getting water from our neighbors with a hose
,No, trucking in water
",,,,,It's no longer producing any water,07/29/2021,Outage,Inland
11082,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/28/2021,Tehama,Corning,39.950663,-122.186999,,"No, trucking in water
",,,120,06/29/2021,It's no longer producing any water,07/29/2021,Outage,Inland
11083,07/29/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/08/2021,Tehama,Gerber,40.081052,-122.167044,,"
",,,,,,07/29/2021,Outage,Inland
11084,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/26/2021,Napa,Napa,38.340249,-122.271416, Est. 125 ft by Bess,"No, getting water from our neighbors with a hose
,Getting estimates on external tank and condition of existing well.
",,"Dave Bess has prior history at this location and is suggesting different short and long term solutions. Has done a recent test of well depth. Cal Aqua inspecting July 30, 2021 to provide estimates for different options. Getting drinking and food preparation from grocery stores. Using various container to use for toilet with neighbor water. ",101.3ft by Napa County,03/19/2021,It's no longer producing any water,07/29/2021,Outage,Coastal
11087,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",07/10/2021,Tehama,Red Bluff,40.192964,-122.205619,,"No, cannot afford to finance solutions
",,,,,,07/29/2021,Outage,Inland
11088,07/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Entirely unavailable creek, stream, spring or other surface water source
",,Tehama,Red Bluff,40.01085,-122.32606,100 ft,"No, trucking in water
,No, on drilling wait list
",,,,,It's no longer producing any water,07/29/2021,Outage,Inland
11089,07/30/2021,Undefined,Dry well (groundwater),Household, hotel,"Well is dry (no longer producing water)
",06/07/2021,Mendocino,Mendocino,39.307308,-123.801862,,"No, trucking in water
",,,,,,07/30/2021,Outage,Coastal
11090,07/30/2021,Undefined,Dry well (groundwater),Household, hotel,"Well is dry (no longer producing water)
",07/26/2021,Mendocino,Mendocino,39.305533,-123.802775,,"No, trucking in water
",,,,,,07/30/2021,Outage,Coastal
11091,07/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/20/2021,Mariposa,Mariposa,37.49396,-119.835824,262,"No, trucking in water
",CA,"2 Wells on property, both dry.",,,It's no longer producing any water,07/30/2021,Outage,Inland
11092,07/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/18/2021,Mariposa,Mariposa,37.493081,-119.835881,262,"No, trucking in water
",CA,,,,It's no longer producing any water,07/30/2021,Outage,Inland
11093,07/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/26/2021,Tehama,Red Bluff ,40.188175,-122.189989,,"Getting water from  friends 
",,,,,It's no longer producing any water,07/30/2021,Outage,Inland
11094,07/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/09/2021,Butte,Chico,39.734477,-121.759747,70 feet,"No, trucking in water
,No, on drilling wait list
,No, getting water from our neighbors with a hose
",,,,,,07/30/2021,Outage,Inland
11095,07/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Mariposa,Mariposa,37.523714,-119.914227,250,"No, trucking in water
",CA,,,,It's no longer producing any water,07/30/2021,Outage,Inland
11096,07/31/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/08/2021,Fresno,Riverdale,36.408859,-119.823618,200,"No, trucking in water
",CA,,190,07/15/2021,"Yes, about a 30-40% reduction",07/31/2021,Resolved,Inland
11097,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Siskiyou,Montague ,41.864028,-122.485975,125 feet ,"No, getting water from our neighbors with a hose
",,,,,Not sure,07/31/2021,Outage,Inland
11098,07/31/2021,Undefined,Dry well (groundwater),Ag/Irrigation,,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",07/02/2021,Glenn,Orland,39.640497,-122.253447,500,"No, on drilling wait list
",,,,,,07/31/2021,Outage,Inland
11099,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Tehama,Corning,39.924972,-122.243196,300ft,"Yes, lowered the pump bowl
",$5000,,125ft,06/03/2021,Not sure,07/31/2021,Outage,Inland
11100,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/29/2021,Placer,Auburn,38.992851,-121.126793,350 ft,"No, cannot afford to finance solutions
",,,325 ft,07/30/2021,"Yes, about a 30-40% reduction",07/31/2021,Outage,Inland
11101,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is pumping sand, muddy water.
",07/25/2021,Nevada,Grass Valley,39.090245,-121.049069,,"No, on drilling wait list
",,This is happening to so many people that the drilling companies cannot handle the demand. If you don't already have a water storage tank it leaves no options. We need to secure water for California or more people are going to leave.,,,"Yes, about a 20-30% reduction",07/31/2021,Outage,Inland
11102,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2018,Nevada,Grass Valley,39.12188,-121.068446,850 feet,"Buying irrigation raw water for the interior of my home.
","$70,000",I feel like I live in a third world country!,850,10/01/2010,Not sure,07/31/2021,Outage,Inland
11103,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Butte,Forest Ranch,39.896548,-121.658751,,"No, trucking in water
",,,,,It's no longer producing any water,07/31/2021,Outage,Inland
11104,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/01/2018,Nevada,Grass Valley,39.120587,-121.070422,960 feet,"No, trucking in water
",,"Drilled at new well site, no help. $13,629 for no water! Truck deliveries costing $250 per load.",194,09/18/2020," New well insufficient supply, capped.",07/31/2021,Outage,Inland
11105,07/31/2021,Undefined,Dry well (groundwater),Household, Workshop and barn,"Well is dry (no longer producing water)
",05/01/2021,Tehama,Corning,39.941143,-122.226868,110 ft,"Connected to other well on property
",,Property had two wells.  We connected the functioning well piping to the dry well plumbing with a garden hose.,Well is completely dry at bottom (110 ft),06/01/2021,It's no longer producing any water,07/31/2021,Outage,Inland
11106,07/31/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",06/01/0019,Nevada,GRASS VALLEY,39.056573,-121.12362,680 feet,"No, trucking in water
,No, on drilling wait list
",,,,,,07/31/2021,Outage,Inland
11107,07/31/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/13/2021,Tehama,Corning,39.885828,-122.205627,,"No, getting water from our neighbors with a hose
","Drilled is $22,000. Plus pump etc.",,320 feet to get water. ,,It's no longer producing any water,07/31/2021,Outage,Inland
11108,07/31/2021,Undefined,"Low creek, stream, spring, or other surface water source", COMMUNITY RECREATION AND HOUSEHOLD, BOTH OWNER AND RENTER,"Well is pumping sand, muddy water.
,Entirely unavailable creek, stream, spring or other surface water source
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",07/17/2021,Butte,Magalia,39.851891,-121.607674,110,"No, cannot afford to finance solutions
,NEED LARGE AG WELL
",NOT FIXED,,?,, 90% REDUCTION,07/31/2021,Outage,Inland
11109,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/15/2021,Nevada,Grass Valley,39.198633,-120.970225,300ft,"No, trucking in water
",,,,, 90% reduction,08/01/2021,Outage,Inland
11110,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2021,Tehama,gerber,40.014806,-122.175088,160,"Yes, lowered the pump bowl
",3000,,100,07/02/2021,"No, it's pumping at the same rate",08/01/2021,Outage,Inland
11111,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
",08/22/2020,Placer,Auburn,38.971956,-121.079753,225 ft,"Yes, lowered the pump bowl
","$7,000.00","Water flow was low and we got e-coli cantamination. We added a tank, second pump and ultraviolet lite to correct the problem. $7,000.00",200 ft,08/21/2020,Not sure,08/01/2021,Outage,Inland
11112,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/12/2021,Tehama,Corning ,39.962374,-122.215067,90 ft,"Yes, lowered the pump bowl
,No, on drilling wait list
,No, trucking in water
,Yes, deepened the well
",,,90,07/26/2021,It's no longer producing any water,08/01/2021,Outage,Inland
11113,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/05/2021,Butte,Cohasset ,39.913562,-121.723335,160,"No, trucking in water
",,,,,It's no longer producing any water,08/01/2021,Outage,Inland
11114,08/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,is contaminated e-coli and coliform 
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",06/17/2021,Tulare,Springville ,36.112434,-118.829945,78',"No, cannot afford to finance solutions
",,,78',07/07/2021,"Yes, about a 30-40% reduction",08/01/2021,Outage,Inland
11115,08/01/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",07/08/2021,Tehama,Corning,39.898594,-122.205973,110,"No, cannot afford to finance solutions
",,,,,,08/01/2021,Outage,Inland
11116,08/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/16/2021,Tehama,Corning,40.001386,-122.42318,",350 feet","No, cannot afford to finance solutions
",5 grand ,,,,Not sure,08/02/2021,Outage,Inland
11117,08/02/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
,Entirely unavailable creek, stream, spring or other surface water source
,Well is pumping sand, muddy water.
",06/13/2018,Nevada,GRASS VALLEY,39.121822,-121.072125,350,"put in holding tank
","15,00.00",,?,07/01/2020,Not sure,08/02/2021,Outage,Inland
11118,08/02/2021,Undefined, This is a test. Please respond via email,  This is a test. Please respond via email,  This is a test. Please respond via email,"This is a test. Please respond via email
",08/02/2021,San Joaquin,,,,,"This is a test. Please respond via email
",, This is a test. Please respond via email,,,,08/02/2021,Outage,Inland
11119,08/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/26/2021,Butte,Chico,39.799541,-121.88375,"170 feet, pump is set to 80 feet","It will be resolved (I hope) for now by lowing the pump.
",,,73,07/30/2021,"Yes, about a 30-40% reduction",08/02/2021,Outage,Inland
11120,08/02/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,visalia,36.428936,-119.28057,,"No, trucking in water
",,,180,07/27/2021,"Yes, about a 30-40% reduction",08/02/2021,Resolved,Inland
11121,08/02/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",03/11/2021,San Luis Obispo,PASO ROBLES,35.658115,-120.671972,,"Yes, drilled replacement well
",,,,,,08/02/2021,Outage,Southern
11122,08/02/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",06/07/2021,San Joaquin,,,,,,,,,,,08/02/2021,Outage,Inland
11123,08/02/2021,Undefined, Water pressure low,Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/29/2021,Los Angeles,Los Angeles ,34.037778,-118.358728,,,,,,,,08/02/2021,Outage,Southern
11124,08/02/2021,Undefined, Intermittent water table reductions,Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
",07/29/2021,Butte,Berry Creek,39.594289,-121.452005,,"Intermittent water table level, but quality still continues to decrease.
",,,,,,08/02/2021,Outage,Inland
11125,08/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/01/2021,Tehama,Red bluff,40.187338,-122.175731,60,"No, cannot afford to finance solutions
",,,60,,Not sure,08/02/2021,Outage,Inland
11126,08/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/16/2021,Tehama,Corning,40.011852,-122.440583,250,"No, trucking in water
",,,,,It's no longer producing any water,08/02/2021,Outage,Inland
11127,08/03/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Madera,CHOWCHILLA,37.060981,-120.268237,,"No, trucking in water
",,,,,Not sure,08/03/2021,Resolved,Inland
11128,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/07/2021,Glenn,Orland ,39.747103,-122.210472,48 ft,"No, trucking in water
,No, cannot afford to finance solutions
",,,,04/13/2021,It's no longer producing any water,08/03/2021,Outage,Inland
11129,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/24/2021,Tehama,Corning ,39.899936,-122.175049,98,"No, on drilling wait list
",,,,,It's no longer producing any water,08/03/2021,Outage,Inland
11130,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/03/2021,Stanislaus,Oakdake,37.729354,-120.90407,85 feet,"No, on drilling wait list
,Carrying water for toilets and sponge baths 
",,,,,,08/03/2021,Outage,Inland
11131,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/18/2021,Tehama,CORNING,39.973309,-122.1706,112,"No, getting water from our neighbors with a hose
,No, cannot afford to finance solutions
,No, on drilling wait list
",,,,,,08/03/2021,Outage,Inland
11132,08/03/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/01/2017,Butte,Butte Valley,39.67282,-121.581803,850,"No, trucking in water
",,,,,It's no longer producing any water,08/03/2021,Outage,Inland
11133,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/29/2021,Butte,"Oroville,ca",39.365115,-121.601014,,"No, cannot afford to finance solutions
,Buying water daily and goin to sister house in oroville to fill up jugs of water  just maintain daily life 
",,,,,It's no longer producing any water,08/03/2021,Outage,Inland
11134,08/03/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/03/2021,Merced,Merced,37.341081,-120.435559,105 feet,"No, trucking in water
,No, on drilling wait list
,No, getting water from our neighbors with a hose
",,,104 feet,08/03/2021,Not sure,08/03/2021,Outage,Inland
11135,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/28/2021,Tehama,Gerber,40.02334,-122.181902,80,"No, cannot afford to finance solutions
",,,,,,08/04/2021,Outage,Inland
11136,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Fresno,Sanger,36.733163,-119.543531,,"No, trucking in water
",,,0,07/09/2021,Not sure,08/04/2021,Outage,Inland
11137,08/04/2021,Undefined, brown water,Household,owner-occupied,"Well is pumping sand, muddy water.
",08/03/2021,Tehama,corning,39.883793,-122.202569,120,"No, cannot afford to finance solutions
",,,120,08/12/2020,"No, it's pumping at the same rate",08/04/2021,Outage,Inland
